Net generation for all sectors monthly
https://www.eia.gov/electricity/data/browser/#/topic/0?agg=0,1&geo=g&freq=M&start=200101&end=202112&ctype=linechart&ltype=pin&rtype=s&maptype=0&rse=0&pin=
10:53:25 GMT-0400 (ምስራቃዊ የቀን ሰዓት አቆጣጠር)
Source: U.S. Energy Information Administration
Month,United States : all fuels (utility-scale) thousand megawatthours
Dec 2021,339684.01694
Nov 2021,315494.9169
Oct 2021,319638.39591
Sep 2021,348200.65146
Aug 2021,413353.17594
Jul 2021,404748.71649
Jun 2021,373754.40496
May 2021,318858.51256
Apr 2021,292503.53923
Mar 2021,312284.62148
Feb 2021,326223.38864
Jan 2021,350795.81266
Dec 2020,344346.09465
Nov 2020,301250.18091
Oct 2020,313531.27121
Sep 2020,333258.04764
Aug 2020,398279.69734
Jul 2020,409561.69982
Jun 2020,351744.93031
May 2020,304593.23748
Apr 2020,279583.26477
Mar 2020,309586.72327
Feb 2020,319550.11366
Jan 2020,341850.20573
Dec 2019,338401.6474
Nov 2019,315849.09204
Oct 2019,320351.88482
Sep 2019,360518.46825
Aug 2019,401429.69356
Jul 2019,410037.81039
Jun 2019,352988.0739
May 2019,330423.04767
Apr 2019,296662.56944
Mar 2019,326657.20759
Feb 2019,315026.48424
Jan 2019,359509.23411
Dec 2018,342139.11163
Nov 2018,322368.65684
Oct 2018,324931.94313
Sep 2018,356258.30168
Aug 2018,408027.7567
Jul 2018,411290.31965
Jun 2018,371885.76125
May 2018,338947.60558
Apr 2018,300756.44042
Mar 2018,321546.95371
Feb 2018,306894.21345
Jan 2018,373230.27968
Dec 2017,350407.86529
Nov 2017,308044.71631
Oct 2017,318662.27709
Sep 2017,335907.98312
Aug 2017,384730.58633
Jul 2017,404424.64581
Jun 2017,358514.31016
May 2017,323439.21668
Apr 2017,295354.24916
Mar 2017,319328.74211
Feb 2017,291043.31412
Jan 2017,344324.95166
Dec 2016,345336.87453
Nov 2016,297056.26276
Oct 2016,312939.72788
Sep 2016,351479.33284
Aug 2016,409695.03402
Jul 2016,411881.0731
Jun 2016,367775.77376
May 2016,316778.65137
Apr 2016,292888.74563
Mar 2016,304384.23689
Feb 2016,313680.3803
Jan 2016,352713.71943
Dec 2015,324420.69959
Nov 2015,300646.80726
Oct 2015,312105.70168
Sep 2015,350115.31729
Aug 2015,392109.58745
Jul 2015,400412.40259
Jun 2015,362403.00441
May 2015,322080.75837
Apr 2015,294127.63929
Mar 2015,324186.09214
Feb 2015,334470.60698
Jan 2015,360449.2625
Dec 2014,337950.59111
Nov 2014,317489.02094
Oct 2014,314516.32764
Sep 2014,339880.57118
Aug 2014,384334.97824
Jul 2014,385773.27325
Jun 2014,357838.22997
May 2014,324718.20093
Apr 2014,297625.29265
Mar 2014,331817.54641
Feb 2014,324344.12066
Jan 2014,377249.83084
Dec 2013,353021.24773
Nov 2013,314539.64185
Oct 2013,314925.46247
Sep 2013,340940.90155
Aug 2013,385285.74515
Jul 2013,394845.6208
Jun 2013,356822.64723
May 2013,322155.64042
Apr 2013,299332.86831
Mar 2013,325398.83402
Feb 2013,309728.08
Jan 2013,348967.37792
Dec 2012,334634.74915
Nov 2012,305975.85101
Oct 2012,311651.9307
Sep 2012,334585.56266
Aug 2012,395699.74917
Jul 2012,414641.21748
Jun 2012,360825.3809
May 2012,336516.15597
Apr 2012,295229.20493
Mar 2012,309089.55207
Feb 2012,309389.43252
Jan 2012,339526.48011
Dec 2011,335740.46276
Nov 2011,304102.15444
Oct 2011,308698.50358
Sep 2011,337931.3176
Aug 2011,406511.31471
Jul 2011,418692.75464
Jun 2011,367727.015
May 2011,323628.23805
Apr 2011,302400.72444
Mar 2011,318709.9409
Feb 2011,313126.60705
Jan 2011,362871.89295
Dec 2010,362119.08129
Nov 2010,306009.62912
Oct 2010,307920.69056
Sep 2010,346045.17182
Aug 2010,408884.15537
Jul 2010,409725.44035
Jun 2010,375759.47838
May 2010,327936.49155
Apr 2010,287800.22656
Mar 2010,312167.64032
Feb 2010,319734.72667
Jan 2010,360957.16695
Dec 2009,350507.29527
Nov 2009,296634.66996
Oct 2009,307040.34065
Sep 2009,327400.61189
Aug 2009,381221.41693
Jul 2009,372542.22554
Jun 2009,347658.24126
May 2009,311305.87215
Apr 2009,289537.25513
Mar 2009,310602.96381
Feb 2009,300887.39769
Jan 2009,354992.63621
Dec 2008,343898.25447
Nov 2008,310046.2412
Oct 2008,318547.34311
Sep 2008,338056.12999
Aug 2008,388986.71877
Jul 2008,402900.33624
Jun 2008,373109.02691
May 2008,325244.80192
Apr 2008,305865.03122
Mar 2008,324629.84959
Feb 2008,325105.5971
Jan 2008,362998.42904
Dec 2007,346290.33052
Nov 2007,314102.5426
Oct 2007,332615.41638
Sep 2007,355393.91186
Aug 2007,421796.65927
Jul 2007,393226.43225
Jun 2007,362754.87722
